Title,Author,ISBN,Genre,Description,CoverUrl,RentalPrice,Copies
"George and the Big Bang","Lucy Hawking",9789132159,"Science","A book about science.",https://covers.openlibrary.org/b/id/8118649-L.jpg,3.99,2
"Nonlinear dynamics and Chaos","Steven H. Strogatz",0738204536,"Science","A book about science.",https://covers.openlibrary.org/b/id/135126-L.jpg,2.99,3
"Anatomy and physiology of farm animals","R. D. Frandson",0812110269,"Science","A book about science.",https://covers.openlibrary.org/b/id/3967735-L.jpg,1.99,7
"Using and understanding mathematics","Jeffrey O. Bennett",9780321914,"Science","A book about science.",https://covers.openlibrary.org/b/id/1142551-L.jpg,4.99,3
"The Planets","Dava Sobel",1857028503,"Science","A book about science.",https://covers.openlibrary.org/b/id/468539-L.jpg,4.99,3
"Incredible Cross Sections","Richard Platt",9780679814,"Science","A book about science.",https://covers.openlibrary.org/b/id/422192-L.jpg,9.99,2
"Billions and billions","Carl Sagan",9788571647,"Science","A book about science.",https://covers.openlibrary.org/b/id/417481-L.jpg,7.99,3
"Biochemistry","Donald Voet",9780471586,"Science","A book about science.",https://covers.openlibrary.org/b/id/5381359-L.jpg,1.99,1
"Survival of the Sickest","Sharon Moalem",9780007256,"Science","A book about science.",https://covers.openlibrary.org/b/id/6937981-L.jpg,7.99,5
"Full House","Stephen Jay Gould",0609801406,"Science","A book about science.",https://covers.openlibrary.org/b/id/3772069-L.jpg,5.99,18
"King Solomon's ring","Konrad Lorenz",0060907193,"Science","A book about science.",https://covers.openlibrary.org/b/id/296141-L.jpg,1.99,1
"What is this thing called science?","A. F. Chalmers",0702218316,"Science","A book about science.",https://covers.openlibrary.org/b/id/3701792-L.jpg,4.99,1
"Engage the Brain","Marcia L. Tate",9781412952,"Science","A book about science.",https://covers.openlibrary.org/b/id/2771508-L.jpg,1.99,1
"Introduction to environmental toxicology","Wayne G. Landis",0873715152,"Science","A book about science.",https://covers.openlibrary.org/b/id/1904973-L.jpg,4.99,1
"The Chemicals of Life","Isaac Asimov",0451620372,"Science","A book about science.",https://covers.openlibrary.org/b/id/12991811-L.jpg,7.99,2
"The Sixth Extinction","Elizabeth Kolbert",9782897580,"Science","A book about science.",https://covers.openlibrary.org/b/id/7910870-L.jpg,3.99,2
"Understanding Physics","Isaac Asimov",0880292512,"Science","A book about science.",https://covers.openlibrary.org/b/id/9300871-L.jpg,9.99,3
"Fundamentals of biochemistry","Donald Voet",9781118918,"Science","A book about science.",https://covers.openlibrary.org/b/id/1248910-L.jpg,4.99,1
"Infinity and the mind","Rudy Rucker",0691121273,"Science","A book about science.",https://covers.openlibrary.org/b/id/9283906-L.jpg,3.99,10
"Mammal","Steve Parker",0751364762,"Science","A book about science.",https://covers.openlibrary.org/b/id/4703806-L.jpg,5.99,1
"The Road to Reality","Roger Penrose",9780679454,"Science","A book about science.",https://covers.openlibrary.org/b/id/8427776-L.jpg,2.99,2
"American Prometheus","Kai Bird",0375412026,"Science","A book about science.",https://covers.openlibrary.org/b/id/6460516-L.jpg,2.99,2
"Organic chemistry","William Henry Brown",9780495388,"Science","A book about science.",https://covers.openlibrary.org/b/id/364082-L.jpg,3.99,3
"Plants and society","Estelle Levetin",9780073524,"Science","A book about science.",https://covers.openlibrary.org/b/id/6792148-L.jpg,5.99,3
"Isaac Asimov's Book of Facts","Isaac Asimov",0340252049,"Science","A book about science.",https://covers.openlibrary.org/b/id/11324370-L.jpg,9.99,3
"Advances in biological and medical physics","John H. Lawrence",9781483214,"Science","A book about science.",https://covers.openlibrary.org/b/id/11585475-L.jpg,4.99,3
"The sciences","Jame Trefil",9780471769,"Science","A book about science.",https://covers.openlibrary.org/b/id/303889-L.jpg,3.99,2
"Nanotechnology","Ben Rogers",9780849382,"Science","A book about science.",https://covers.openlibrary.org/b/id/2663861-L.jpg,4.99,2
"Urban Regeneration in the UK","Andrew Tallon",9780415425,"Science","A book about science.",https://covers.openlibrary.org/b/id/12596332-L.jpg,3.99,2
"Advances in photochemistry","George S. Hammond",9780470133,"Science","A book about science.",https://covers.openlibrary.org/b/id/8615190-L.jpg,2.99,2
"Advances in Protein Chemistry","Christian B. Anfinsen",9780080582,"Science","A book about science.",https://covers.openlibrary.org/b/id/1095077-L.jpg,9.99,3
"Teaching children science","Joseph Abruscato",0205330029,"Science","A book about science.",https://covers.openlibrary.org/b/id/138118-L.jpg,3.99,4
"Hallucinations","Oliver Sacks",9788433963,"Science","A book about science.",https://covers.openlibrary.org/b/id/10107284-L.jpg,4.99,1
"Realism and the aim of science","Karl Popper",8430912282,"Science","A book about science.",https://covers.openlibrary.org/b/id/262865-L.jpg,2.99,3
"Molecular mechanisms of photosynthesis","Robert E. Blankenship",0632043210,"Science","A book about science.",https://covers.openlibrary.org/b/id/397296-L.jpg,5.99,3
"The works of Jonathan Edwards","Jonathan Edwards",0300022824,"Science","A book about science.",https://covers.openlibrary.org/b/id/5392457-L.jpg,5.99,2
"Discours de la methode","René Descartes",2253012181,"Science","A book about science.",https://covers.openlibrary.org/b/id/976680-L.jpg,7.99,1
"Wanderlust","Rebecca Solnit",9781783780,"Science","A book about science.",https://covers.openlibrary.org/b/id/100666-L.jpg,2.99,2
"Explorations","Thomas Arny",0072415932,"Science","A book about science.",https://covers.openlibrary.org/b/id/63927-L.jpg,4.99,2
"Active physics","Arthur Eisenkraft",1585913138,"Science","A book about science.",https://covers.openlibrary.org/b/id/6724433-L.jpg,1.99,7
"World regional geography","Lydia M. Pulsipher",1319048048,"Science","A book about science.",https://covers.openlibrary.org/b/id/1354681-L.jpg,9.99,3
"Some Kids Wear Leg Braces","Lola M. Schaefer",0736887954,"Science","A book about science.",https://covers.openlibrary.org/b/id/4686493-L.jpg,4.99,5
"What's the Big Idea","Annie Barrows",9780545390,"Science","A book about science.",https://covers.openlibrary.org/b/id/14859233-L.jpg,7.99,1
"Introduction to electrodynamics","David Jeffrey Griffiths",0134813677,"Science","A book about science.",https://covers.openlibrary.org/b/id/92086-L.jpg,3.99,1
"Reconfigurable Processor Array A Bit Sliced Parallel Computer (USA)","A. Rushton",9780256084,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8237007-L.jpg,4.99,3
"Software Engineering","Roger S. Pressman",9780071240,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/66176-L.jpg,4.99,2
"The C Programming Language","Brian W. Kernighan",2225830355,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6684943-L.jpg,2.99,6
"C++ how to program","Paul J. Deitel",9781782369,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/15111450-L.jpg,1.99,3
"Structured Computer Organization","Andrew S. Tanenbaum",8120306678,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9378728-L.jpg,4.99,3
"Introduction to Algorithms","Thomas H. Cormen",0262031418,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/2341462-L.jpg,4.99,2
"Inside Macintosh","Apple Computer Inc.",0201177374,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4606739-L.jpg,5.99,3
"DOS","Kris A. Jamsa",0078813107,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/3956527-L.jpg,9.99,1
"Software engineering","Ian Sommerville",0201175681,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/3973371-L.jpg,3.99,2
"Raspberry Pi User Guide","Eben Upton",9781118464,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7605940-L.jpg,9.99,6
"Structure and Interpretation of Computer Programs (SICP)","Harold Abelson",7111135105,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/149338-L.jpg,1.99,15
"The art of computer programming","Donald Knuth",0201038099,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/136600-L.jpg,4.99,3
"Running MS-DOS 20th Anniversary Edition","Van Wolverton",1556155425,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/461390-L.jpg,5.99,3
"Computers!","Timothy N. Trainor",9780394394,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6998642-L.jpg,3.99,2
"BASIC","Robert J. Bent",0818502509,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4665210-L.jpg,1.99,1
"Hackers","Steven Levy",0385191952,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/106396-L.jpg,4.99,1
"Apple Pro Training Series","Diana Weynand",9780321534,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/2384039-L.jpg,1.99,3
"Apple Training Series","Peachpit Press",9780321278,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/193734-L.jpg,3.99,3
"Programming ArcObjects with VBA","Kang-Tsung Chang",9780849392,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1599115-L.jpg,2.99,1
"Using MPI","William Gropp",0262571048,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/151585-L.jpg,7.99,1
"3D Game Engine Design","David H. Eberly",1558605932,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/784200-L.jpg,3.99,3
"Android application development all-in-one for dummies","Barry Burd",9781118973,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12525402-L.jpg,3.99,1
"Information Processing and Management of Uncertainty in Knowledge-Based Systems","Joao Paulo Carvalho",9783319405,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9380999-L.jpg,9.99,1
"Swift programming","Matthew Mathias",9780134398,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12641066-L.jpg,2.99,3
"Adventures in Raspberry Pi","Carrie Anne Philbin",9781119046,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/11585653-L.jpg,3.99,2
"Android Fully Loaded","Rob Huddleston",1118173023,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7815445-L.jpg,3.99,3
"Computers and information processing","Steven L. Mandell",0314895698,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6822262-L.jpg,4.99,2
"Debugging with GDB","Richard M. Stallman",1882114779,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6691152-L.jpg,3.99,3
"Masters of Doom","David Kushner",0749924896,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/606299-L.jpg,1.99,3
"Microprocessors and interfacing","Douglas V. Hall",0070255261,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9089229-L.jpg,1.99,3
"The 80x86 IBM PC & compatible computers","Muhammad ali mazidi",0137585098,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4957670-L.jpg,2.99,5
"Perl Cookbook","Tom Christiansen",1565922433,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7266902-L.jpg,9.99,3
"Dynamic HTML","Danny Goodman",1565924940,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6821912-L.jpg,1.99,1
"Problem solving and programming concepts","Maureen Sprankle",9780136061,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5423476-L.jpg,4.99,3
"Learning PHP, MySQL & JavaScript","Robin Nixon",9781491918,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5724818-L.jpg,2.99,1
"Calculus using Mathematica","K. D. Stroyan",0126729719,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8273177-L.jpg,4.99,6
"ARM Assembly language","William Hohl",9781439806,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/10887430-L.jpg,3.99,3
"Karel the Robot","Richard E. Pattis",0471089281,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/305892-L.jpg,2.99,2
"The complete guide to game audio","Aaron Marks",1578200830,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/834336-L.jpg,3.99,3
"iPhone Application Development For Dummies","Neal Goldstein",9780470605,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7280804-L.jpg,2.99,2
"Computer literacy","Arthur Luehrmann",0070492425,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8156909-L.jpg,3.99,1
"Introduction to computers using the IBM and MS-DOS PCs with BASIC","Steven L. Mandell",0314321713,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6518785-L.jpg,7.99,18
"The analytical engine","Rick Decker",0534125409,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1275190-L.jpg,4.99,3
"PC DOS","Ruth Ashley",0471897183,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6700566-L.jpg,7.99,16
"Game Design","Marc Saltzman",0735713677,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/807998-L.jpg,3.99,1
"HTML5 games","Jacob Seidelin",9781118855,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14350308-L.jpg,2.99,3
"Understanding and using microcomputers","Steven M. Zimmerman",0314985662,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6696615-L.jpg,2.99,1
"Tabletop Game Design for Video Game Designers","Ethan Ham",9781317536,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12872678-L.jpg,2.99,7
"Game engine architecture","Jason Gregory",9781466560,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6764258-L.jpg,4.99,2
"Exploring BeagleBone","Derek Molloy",9781118935,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8161731-L.jpg,9.99,2
"Structured systems analysis and design methodology","Geoff Cutts",0632028319,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4058970-L.jpg,3.99,6
"Inside the IBM PC","Peter Norton",0893035564,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9684079-L.jpg,7.99,1
"The domain theory","Alistair Sutcliffe",0805839518,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5364218-L.jpg,3.99,1
"Introduction to Pascal and structured design","Nell B. Dale",0669342181,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4038922-L.jpg,9.99,1
"C# and Game Programming","Salvatore A. Buono",1568811934,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1910763-L.jpg,4.99,2
"How to cheat in Motion","Patrick Sheffield",9780240810,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/11648348-L.jpg,1.99,2
"Minds in Play","Yasmin B. Kafai",0805815120,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4694937-L.jpg,4.99,3
"Agent culture","Sabine Payr",1410612279,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1522628-L.jpg,3.99,2
"The Tetris effect","Dan Ackerman",9781610396,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12877295-L.jpg,2.99,2
"Microcomputer applications","Fritz H. Grupe",0697113183,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/11963200-L.jpg,3.99,2
"Macintosh revealed","Stephen Chernicoff",0672484013,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4650530-L.jpg,3.99,1
"Microcomputer use","Teresa Alberte-Hallam",0123196272,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9704384-L.jpg,7.99,1
"Virtual reality","Philippe Fuchs",9780415684,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14383873-L.jpg,2.99,3
"Multiple-base number system","Vassil Dimitrov",9781439830,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/13120065-L.jpg,9.99,1
"The Go Programming Language","Alan A. A. Donovan",0134190440,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7427319-L.jpg,2.99,3
"Data structures and algorithm analysis in C","Mark Allen Weiss",0201498405,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/193887-L.jpg,5.99,5
"Introduction to real-time software design","S. T. Allworth",0387911758,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1192539-L.jpg,4.99,3
"Structured BASIC","James F. Clark",0538108002,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8340922-L.jpg,1.99,6
"Mac OS X","David Pogue",0596004508,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/388480-L.jpg,2.99,3
"The Hitch-Hikers's Guide to Artificial Intelligence","Richard Forsyth",0412269708,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6388363-L.jpg,7.99,3
"Genetic programming","John R. Koza",0262611279,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/11369220-L.jpg,9.99,15
"Advances in Software Science and Technology","Nihon Sofutowea Kagakkai",9781483215,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5030961-L.jpg,5.99,1
"LOGO for the Apple II","Harold Abelson",0070004250,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4323046-L.jpg,4.99,2
"Android Cookbook: Problems and Solutions for Android Developers","Ian F. Darwin",9781449388,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8511703-L.jpg,4.99,3
"Crouching Buzzard, Leaping Loon","Donna Andrews",0312939590,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14598601-L.jpg,9.99,1
"Expert advisor","Paul E. Hoffman",9780201146,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4087956-L.jpg,5.99,2
"The complete scanner handbook for desktop publishing","David D. Busch",1556235763,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6689974-L.jpg,2.99,3
"Hypercard 2.3 in a Hurry","George Beekman",0534251161,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4607576-L.jpg,2.99,2
"Mac OS X power tools","Dan Frakes",0585488061,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/534451-L.jpg,7.99,3
"Game development tools","Marwan Ansari",9781568814,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14340540-L.jpg,2.99,3
"10 PRINT CHR$(205.5+RND(1));:GOTO 10","Nick Montfort",9780262526,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7272457-L.jpg,2.99,5
"Mathematical Aspects Of Logic Programming Semantics","Anthony Seda",9781439829,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7565724-L.jpg,4.99,1
"Casual Game Design","Gregory Trefry",9780123749,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9908431-L.jpg,4.99,3
"Genetic algorithms for pattern recognition","Sankar K. Pal",0849394678,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1599199-L.jpg,2.99,3
"Some common BASIC programs","Lon Poole",0931988403,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/13857560-L.jpg,1.99,1
"Program or be Programmed","Douglas Rushkoff",9781935928,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6992180-L.jpg,2.99,3
"An introduction to object-oriented programming","Timothy Budd",0201824191,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4035447-L.jpg,2.99,2
"JavaScript","Douglas Crockford",9787121177,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9245523-L.jpg,9.99,2
"Hello, Android introducing Google’s mobile development platform","Ed Burnette",1934356174,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8658355-L.jpg,2.99,1
"Quantum mechanics on the personal computer","Siegmund Brandt",0387557229,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6787192-L.jpg,1.99,1
"Working with DOS","Allen, Mark",0132185539,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9586762-L.jpg,1.99,3
"Delphi in a nutshell","Ray Lischner",9781565926,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7256428-L.jpg,1.99,3
"Fundamentals of multicore software development","Victor Pankratius",9781439812,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14384083-L.jpg,3.99,6
"Global software development handbook","Raghvinder Sangwan",0849393841,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12906531-L.jpg,3.99,12
"Software deployment, updating, and patching","Bill Stackpole",9780849358,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4769038-L.jpg,2.99,12
"Software engineering with Ada","Grady Booch",0805306056,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/581893-L.jpg,9.99,3
"Write, Edit, and Print","Donald H. McCunn",0932538053,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9503660-L.jpg,3.99,4
"Programming language concepts","Carlo Ghezzi",0471087556,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4384083-L.jpg,4.99,7
"The Mac is not a typewriter","Robin Williams",9780938151,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/715965-L.jpg,9.99,3
"Computer concepts with microcomputer applications","Gary B. Shelly",0878353593,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9818212-L.jpg,4.99,3
"The Mythical Man-Month","Frederick P. Brooks",0201835959,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6915361-L.jpg,7.99,3
"Real-time UML","Bruce Powel Douglass",9780201325,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/192667-L.jpg,5.99,15
"Approaching Macintosh","Michael Tchao",0201525844,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/10086452-L.jpg,2.99,6
"LabVIEW advanced programming techniques","Rick Bitter",0849320496,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1595845-L.jpg,3.99,3
"Programming Collective Intelligence","Toby Segaran",9780596529,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1312629-L.jpg,2.99,7
"Mac OS X unleashed","Ray, John",0672322293,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8025209-L.jpg,3.99,1
"Assembly language for the IBM PC family","William B. Jones",9780962423,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/10907254-L.jpg,2.99,1
"8088 assembler language programming","David C. Willen",0672220245,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/4650500-L.jpg,4.99,3
"I speak BASIC to my Apple","Aubrey B. Jones",0810461994,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7878981-L.jpg,3.99,13
"Computerized business statistics","Owen P. Hall",0256176825,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5045813-L.jpg,9.99,3
"WebSphere application server","Rama Turaga",9781583477,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1946317-L.jpg,4.99,6
"IBM PC assembly language and programming","Abel, Peter",0137566107,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/82343-L.jpg,2.99,5
"Computing unbound","David A. Patterson",0393956644,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1196043-L.jpg,4.99,2
"HTML5 game engines","Dan Nagle",9781466594,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14384230-L.jpg,4.99,2
"Controlling financial performance for higher profits","Dennis P. Curtin",0930764730,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14454111-L.jpg,4.99,7
"Microcomputers","Dennis P. Curtin",0135798302,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7125900-L.jpg,2.99,14
"Multiplan made easy","Walter A. Ettlin",0078811538,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5295038-L.jpg,2.99,1
"Smashing Mobile Web Development","G. Avola",9781118348,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8515091-L.jpg,4.99,3
"Swift Pocket Reference","Anthony Gray",9781491940,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8513218-L.jpg,3.99,15
"Assembly language for Intel-based computers","Kip R. Irvine",0130910139,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/85089-L.jpg,3.99,2
"Gaming the System","Katie Salen Tekinba",9780262027,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/10566670-L.jpg,3.99,6
"Beginning Programming with C for Dummies","Dan Gookin",9781118737,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12181904-L.jpg,4.99,2
"Studying the Novice Programmer","E. Soloway",9781315808,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14374144-L.jpg,5.99,5
"Software Essentials","Adair Dingle",9781439841,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14388362-L.jpg,2.99,5
"Programming the Z80","Rodnay Zaks",0895880474,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/5291183-L.jpg,5.99,1
"PHP Hacks","Jack Herrington",0596101392,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/389222-L.jpg,7.99,3
"iPad Application Development For Dummies?","Neal Goldstein",9780470584,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/9672852-L.jpg,9.99,2
"Mac OS X advanced system administration v10.5","Edward R. Marczak",9780321563,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/13068867-L.jpg,4.99,3
"The 8051 microcontroller","I. Scott MacKenzie",0137800088,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/3972080-L.jpg,3.99,5
"On the way to fun","Roberto Dillon",9781568815,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/12859744-L.jpg,2.99,2
"Making Win32 applications mobile","Nancy Nicolaisen",0471216186,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/6818860-L.jpg,4.99,5
"Product Focused Software Process Improvement","Frank Bomarius",9783540316,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/2220487-L.jpg,4.99,19
"Blackberry Application Development For Dummies","Karl G. Kowalski",9780470467,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7504931-L.jpg,7.99,1
"Building Iphone And Ipad Electronic Projects","Mike Westerfield",1449363504,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7863328-L.jpg,5.99,1
"Android Tablet Application Development For Dummies","Donn Felker",9781118096,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7816830-L.jpg,2.99,3
"Android 3 Sdk Programming For Dummies","Rajiv Ramnath",9781118008,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7678784-L.jpg,3.99,17
"Windows 8 Application Development With Html5 For Dummies","Bill Sempf",9781118239,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7593045-L.jpg,3.99,6
"Implementing AS/400 security","Wayne Madden",1882419782,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/2081628-L.jpg,5.99,2
"Selling the Dream","Guy Kawasaki",9780060166,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/684163-L.jpg,3.99,5
"Ios App Development Portable Genius","Richard Wentk",9781280784,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7601920-L.jpg,1.99,2
"Game Design Essentials","Briar Lee Mitchell",9781118159,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7631602-L.jpg,4.99,3
"Professional Application Lifecycle Management With Visual Studio 2012","Mickey Gousset",9781118439,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7859311-L.jpg,5.99,2
"ObjectiveC Programming for Dummies","Neal Goldstein",9781118213,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/7838356-L.jpg,9.99,18
"iOS development with Flash","Julian Dolce",9780470622,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/8342509-L.jpg,9.99,1
"Game design workshop","Tracy Fullerton",1578202221,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/834366-L.jpg,4.99,11
"Fundamentals of Game Design","Ernest Adams",9780131687,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/87961-L.jpg,2.99,2
"C and the 8051","Thomas W. Schultz",0137538154,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/1115617-L.jpg,3.99,3
"Secure Development for Mobile Apps","J. D. Glaser",9781482209,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/10201130-L.jpg,3.99,6
"Mac OS X internals","Amit Singh",0321278542,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/193442-L.jpg,2.99,3
"Business applications software for the IBM PC","Lon Ingalsbe",0675210429,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/14307884-L.jpg,5.99,5
"Head first Java","Kathy Sierra",0596004656,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/388761-L.jpg,4.99,2
"Complete Basic Programming","Steven L. Mandell",0314779213,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/2378819-L.jpg,4.99,2
"3D games","Alan H. Watt",0201619210,"Programming","A book about programming.",https://covers.openlibrary.org/b/id/135436-L.jpg,7.99,7
